ID;CV_Sentences;Sentences_CV_clean;CV_Number;Sentence_line;Nb_tokens;%texte_lu;%texte_lu_fin_ligne;Is_alpha;Grammar;Label
ID2297;- Je parle couramment en trois langues (français, chinois et anglais)  ;- Je parle couramment en trois langues français, chinois et anglais  ;CV_78;15;15;25.77;74.23;[False, True, True, True, True, True, True, True, False, True, True, True, False];['PUNCT', 'PRON', 'VERB', 'ADV', 'ADP', 'NUM', 'NOUN', 'ADJ', 'PUNCT', 'ADJ', 'CCONJ', 'ADJ', 'SPACE'];0
ID2298;- J'ai été formée à la danse et au chant classiques;- J'ai été formée à la danse et au chant classiques;CV_78;16;12;28.87;71.13;[False, False, True, True, True, True, True, True, True, True, True, True];['PUNCT', 'PRON', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'ADJ'];0
ID2299;- J'ai également été mannequin  JACQUELINE THOMAS  ;- J'ai également été mannequin  JACQUELINE THOMAS  ;CV_78;17;10;31.44;68.56;[False, False, True, True, True, True, False, True, True, False];['PUNCT', 'PRON', 'AUX', 'ADV', 'AUX', 'ADJ', 'SPACE', 'PROPN', 'PROPN', 'SPACE'];0
ID2300;ACTRICE PROFESSIONNELLE     ;ACTRICE PROFESSIONNELLE     ;CV_78;18;3;32.22;67.78;[True, True, False];['NOUN', 'NOUN', 'SPACE'];0
ID2301;PROFIL PROFESSIONNEL  ;PROFIL PROFESSIONNEL  ;CV_78;19;3;32.99;67.01;[True, True, False];['NOUN', 'ADJ', 'SPACE'];0
ID2302;Je suis une actrice de 27 ans avec une dizaine d'années d'expérience dans le cinéma et le théâtre.;Je suis une actrice de 27 ans avec une dizaine d'années d'expérience dans le cinéma et le théâtre.;CV_78;20;21;38.40;61.60;[True, True, True, True, True, False, True, True, True, True, False, True, False, True, True, True, True, True, True, True, False];['PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT'];0
ID2303;J'aime particulièrement jouer des rôles dans des comédies musicales, des drames et des comédies.;J'aime particulièrement jouer des rôles dans des comédies musicales, des drames et des comédies.;CV_78;21;17;42.78;57.22;[False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False];['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT'];0
ID2304;    ;    ;CV_78;22;1;43.04;56.96;[False];['SPACE'];0
ID2305;EXPÉRIENCE EN TANT QU'ACTRICE  FILM ET TÉLÉVISION;EXPÉRIENCE EN TANT QU'ACTRICE  FILM ET TÉLÉVISION;CV_78;23;9;45.36;54.64;[True, True, True, False, True, False, True, True, True];['NOUN', 'ADP', 'ADV', 'SCONJ', 'PROPN', 'SPACE', 'NOUN', 'CCONJ', 'NOUN'];0
ID2306;J'ai principalement joué dans des films dramatiques.;J'ai principalement joué dans des films dramatiques.;CV_78;24;9;47.68;52.32;[False, True, True, True, True, True, True, True, False];['PRON', 'AUX', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT'];0
ID2307; ; ;CV_78;25;1;47.94;52.06;[False];['SPACE'];0
ID2308;2019 - Nicole dans « L'espace réservé aux choses » (Réalisation Sabine Durant) 2018;2019 - Nicole dans « L'espace réservé aux choses » Réalisation Sabine Durant 2018;CV_78;26;17;52.32;47.68;[False, False, True, True, False, False, True, True, True, True, False, True, True, True, False];['NOUN', 'PUNCT', 'PROPN', 'ADP', 'PUNCT', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'ADP', 'NUM'];0
ID2309;- Marise dans «;- Marise dans «;CV_78;27;4;53.35;46.65;[False, True, True, False];['PUNCT', 'VERB', 'ADP', 'PUNCT'];0
ID2310;Le secret » (Réalisation Aline Dufour) 2017;Le secret » Réalisation Aline Dufour 2017;CV_78;28;9;55.67;44.33;[True, True, False, True, True, True, False];['DET', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'PROPN', 'NUM'];0
ID2311;- Jeanne dans « Elle » (Réalisation Marie André)  THÉÂTRE (LISTE PARTIELLE);- Jeanne dans « Elle » Réalisation Marie André  THÉÂTRE LISTE PARTIELLE;CV_78;29;17;60.05;39.95;[False, True, True, False, True, False, True, True, True, False, True, True, True];['PUNCT', 'PROPN', 'ADP', 'PUNCT', 'PRON', 'PUNCT', 'NOUN', 'PROPN', 'PROPN', 'SPACE', 'PROPN', 'NOUN', 'ADJ'];0
ID2312;J'adore chanter et jouer dans des comédies musicales.;J'adore chanter et jouer dans des comédies musicales.;CV_78;30;10;62.63;37.37;[False, True, True, True, True, True, True, True, True, False];['PRON', 'VERB', 'VERB', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT'];0
ID2313; ; ;CV_78;31;1;62.89;37.11;[False];['SPACE'];0
ID2314;2018;2018;CV_78;32;1;63.14;36.86;[False];['NUM'];0
ID2315;- Anne dans « La Reine et moi » (Théâtre de Condorcet) 2017;- Anne dans « La Reine et moi » Théâtre de Condorcet 2017;CV_78;33;15;67.01;32.99;[False, True, True, False, True, True, True, True, False, True, True, True, False];['PUNCT', 'PROPN', 'ADP', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'PRON', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'NUM'];0
ID2316;- Marine dans « La Lionne » (Théâtre de Condorcet) 2016;- Marine dans « La Lionne » Théâtre de Condorcet 2016;CV_78;34;13;70.36;29.64;[False, True, True, False, True, True, False, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'PUNCT', 'DET', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'NUM'];0
ID2317;- Sabine dans « Le chant du train » (Théâtre;- Sabine dans « Le chant du train » Théâtre;CV_78;35;11;73.20;26.80;[False, True, True, False, True, True, True, True, False, True];['PUNCT', 'PROPN', 'ADP', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN'];0
ID2318;La Luciole)  MON PARCOURS;La Luciole  MON PARCOURS;CV_78;36;6;74.74;25.26;[True, True, False, True, True];['DET', 'NOUN', 'SPACE', 'DET', 'NOUN'];0
ID2319;UNIVERSITAIRE  UNIVERSITÉ DE LYON Bachelier en Communications, Juin 2015  ;UNIVERSITAIRE  UNIVERSITÉ DE LYON Bachelier en Communications, Juin 2015  ;CV_78;37;12;77.84;22.16;[True, False, True, True, True, True, True, True, False, True, False, False];['NOUN', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NUM', 'SPACE'];0
ID2320;- Mineure en production théätrale  ;- Mineure en production théätrale  ;CV_78;38;6;79.38;20.62;[False, True, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE'];0
ID2321;-;-;CV_78;39;1;79.64;20.36;[False];['PUNCT'];0
ID2322;Diplômée avec distinction (18/20)  ;Diplômée avec distinction 18/20  ;CV_78;40;7;81.44;18.56;[True, True, True, False, False];['NOUN', 'ADP', 'NOUN', 'PROPN', 'SPACE'];0
ID2323;- Membre fondateur du Cercle des arts de la scène;- Membre fondateur du Cercle des arts de la scène;CV_78;41;10;84.02;15.98;[False, True, True, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN'];0
ID2324;- Membre de la Fondation du théâtre de Condorcet  LYCÉE DE CONDORCET Diplôme, Major de Promotion 2011  ;- Membre de la Fondation du théâtre de Condorcet  LYCÉE DE CONDORCET Diplôme, Major de Promotion 2011  ;CV_78;42;20;89.18;10.82;[False, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True, False, False];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'NUM', 'SPACE'];0
ID2325;-;-;CV_78;43;1;89.43;10.57;[False];['PUNCT'];0
ID2326;Mention très bien;Mention très bien;CV_78;44;3;90.21;9.79;[True, True, True];['NOUN', 'ADV', 'ADV'];0
ID2327;-;-;CV_78;45;1;90.46;9.54;[False];['PUNCT'];0
ID2328;Meilleure en anglais et en arts de la scène  ;Meilleure en anglais et en arts de la scène  ;CV_78;46;10;93.04;6.96;[True, True, True, True, True, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE'];0
ID2329;- Membre, troupe de danse et de théâtre  ;- Membre, troupe de danse et de théâtre  ;CV_78;47;10;95.62;4.38;[False, True, False, True, True, True, True, True, True, False];['PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'SPACE'];0
ID2330;- J'ai joué le rôle principal dans la pièce commémorative pour l'anniversaire de l'Université;- J'ai joué le rôle principal dans la pièce commémorative pour l'anniversaire de l'Université;CV_78;48;17;100.00;0.00;[False, False, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True];['PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN'];0
ID2331;TÉO ARNAUD  ;TÉO ARNAUD  ;CV_79;0;3;1.02;98.98;[True, True, False];['PROPN', 'PROPN', 'SPACE'];1
ID2332;PROFESSEUR D'ANGLAIS  ;PROFESSEUR D'ANGLAIS  ;CV_79;1;4;2.39;97.61;[True, False, True, False];['NOUN', 'ADP', 'PROPN', 'SPACE'];0
ID2333;Récapitulatif professionnel  SÉRIE CUT Etat lE;Récapitulatif professionnel  SÉRIE CUT Etat lE;CV_79;2;7;4.78;95.22;[True, True, False, True, True, True, True];['ADJ', 'ADJ', 'SPACE', 'ADJ', 'NOUN', 'NOUN', 'SPACE'];0
ID2334;TE VEN ECTe;TE VEN ECTe;CV_79;3;3;5.80;94.20;[True, True, True];['NOUN', 'PROPN', 'PROPN'];0
ID2335;[EI encourage les étudiants à avoir une pensée  critique et créative.;[EI encourage les étudiants à avoir une pensée  critique et créative.;CV_79;4;14;10.58;89.42;[False, True, True, True, True, True, True, True, True, False, True, True, True, False];['PUNCT', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'SPACE', 'NOUN', 'CCONJ', 'ADJ', 'PUNCT'];0
ID2336;J'enseigne également l'espagnol.;J'enseigne également l'espagnol.;CV_79;5;6;12.63;87.37;[False, True, True, False, True, False];['PRON', 'VERB', 'ADV', 'DET', 'PROPN', 'PUNCT'];0
ID2337; ; ;CV_79;6;1;12.97;87.03;[False];['SPACE'];0
ID2338;Don ENTER;Don ENTER;CV_79;7;2;13.65;86.35;[True, True];['VERB', 'SPACE'];0
ID2339;Sd  HET)  Littérature et langue anglaise CASE TU  5.;Sd  HET  Littérature et langue anglaise CASE TU  5.;CV_79;8;14;18.43;81.57;[True, False, True, False, True, True, True, True, True, True, False, False, False];['PROPN', 'SPACE', 'NOUN', 'SPACE', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'ADJ', 'PROPN', 'SPACE', 'NUM', 'PUNCT'];0
ID2340;Notation, rapports et évaluation  ;Notation, rapports et évaluation  ;CV_79;9;6;20.48;79.52;[True, False, True, True, True, False];['NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'SPACE'];0
ID2341;Contactez-moi :  Email : bonjour@sitevraimentsuper.fr;Contactez-moi :  Email : bonjour@sitevraimentsuper.fr;CV_79;10;7;22.87;77.13;[True, False, False, False, True, False, False];['VERB', 'PRON', 'PUNCT', 'SPACE', 'PROPN', 'PUNCT', 'NOUN'];0
ID2342;Site web :;Site web :;CV_79;11;3;23.89;76.11;[True, True, False];['NOUN', 'PROPN', 'PUNCT'];0
ID2343;www.sitevraimentsuper.fr;www.sitevraimentsuper.fr;CV_79;12;1;24.23;75.77;[False];['PROPN'];0
ID2344;RC RO VE;RC RO VE;CV_79;13;3;25.26;74.74;[True, True, True];['NOUN', 'NOUN', 'PROPN'];0
ID2345;IL at e CA: ol EEE 12 rue du brie 77600 Bry-sur-Marne;IL at e CA: ol EEE 12 rue du brie 77600 Bry-sur-Marne;CV_79;14;13;29.69;70.31;[True, True, True, True, False, True, True, False, True, True, True, False, False];['PRON', 'X', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'ADP', 'PROPN', 'NUM', 'PROPN'];0
ID2346;       ;       ;CV_79;15;1;30.03;69.97;[False];['SPACE'];0
ID2347;Expérience de travail Professeur d'anglais au collège  Collège Marie Curie | octobre 2018;Expérience de travail Professeur d'anglais au collège  Collège Marie Curie | octobre 2018;CV_79;16;15;35.15;64.85;[True, True, True, True, False, True, True, True, False, True, True, True, False, True, False];['NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NUM'];0
ID2348;- présent  1.Enseignement aux élèves de Ge, 5e et 4e 2.Professeur principal de 30 élèves 3.Aïder;- présent  1.Enseignement aux élèves de Ge, 5e et 4e 2.Professeur principal de 30 élèves 3.Aïder;CV_79;17;18;41.30;58.70;[False, True, False, False, True, True, True, True, False, False, True, False, False, True, True, False, True, False];['PUNCT', 'ADJ', 'SPACE', 'ADV', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADJ', 'CCONJ', 'ADJ', 'PROPN', 'ADJ', 'ADP', 'NUM', 'NOUN', 'NUM'];0
ID2349;le Directeur du département de langue anglaise à organiser des événements  Professeur au collège et au lycée  Lycée Blaise Pascal | juin 2016;le Directeur du département de langue anglaise à organiser des événements  Professeur au collège et au lycée  Lycée Blaise Pascal | juin 2016;CV_79;18;25;49.83;50.17;[True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, False, True, False];['DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'VERB', 'DET', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'NUM'];0
ID2350;- septembre 2018  1.Enseignement de l'anglais de la 6e à la 1ère  2.Préparation de leçons complètes qui encouragent les étudiants à développer leur créativité 3.Organiser les rencontres du groupe de lecture  Parcours universitaire Université Descartes  CAPES | mai 2015  1.Certificat de l'enseignement professionnel 2.Suivi de cours d'éducation.;- septembre 2018  1.Enseignement de l'anglais de la 6e à la 1ère  2.Préparation de leçons complètes qui encouragent les étudiants à développer leur créativité 3.Organiser les rencontres du groupe de lecture  Parcours universitaire Université Descartes  CAPES | mai 2015  1.Certificat de l'enseignement professionnel 2.Suivi de cours d'éducation.;CV_79;19;56;68.94;31.06;[False, True, False, False, False, True, False, True, True, True, False, True, True, False, False, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, False, True, False, True, False, False, False, True, False, True, True, False, True, True, False, True, False];['PUNCT', 'NOUN', 'NUM', 'SPACE', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADP', 'DET', 'ADJ', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'NUM', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADJ', 'NOUN', 'PROPN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'NUM', 'SPACE', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
ID2351;de psychologie et de communication publique 3.Réalisation de classes test en anglais et théâtre  Université Paris;de psychologie et de communication publique 3.Réalisation de classes test en anglais et théâtre  Université Paris;CV_79;20;17;74.74;25.26;[True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, True, True];['ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'SPACE', 'NOUN', 'PROPN'];0
ID2352;#NOM?;#NOM?;CV_79;21;2;75.43;24.57;[False];['SPACE'];0
ID2353;Licence d'anglais;Licence d'anglais;CV_79;22;3;76.45;23.55;[True, False, True];['NOUN', 'ADP', 'NOUN'];0
ID2354;| juillet 2010;| juillet 2010;CV_79;23;3;77.47;22.53;[False, True, False];['ADP', 'NOUN', 'NUM'];0
ID2355;1.Licence de littérature anglaise, mineure en communication;1.Licence de littérature anglaise, mineure en communication;CV_79;24;8;80.20;19.80;[False, True, True, True, False, True, True, True];['NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'ADP', 'NOUN'];0
ID2356;- Mention très bien  2.Tutrice en écriture, centre;- Mention très bien  2.Tutrice en écriture, centre;CV_79;25;10;83.62;16.38;[False, True, True, True, False, False, True, True, False, True];['PUNCT', 'NOUN', 'ADV', 'ADV', 'SPACE', 'NUM', 'ADP', 'NOUN', 'PUNCT', 'NOUN'];0
ID2357;Académia;Académia;CV_79;26;1;83.96;16.04;[True];['PROPN'];0
ID2358;3.Assistante professeure d'espagnol, institut du langage de Hyères  Publications  «;3.Assistante professeure d'espagnol, institut du langage de Hyères  Publications  «;CV_79;27;14;88.74;11.26;[False, True, False, True, False, True, True, True, True, True, False, True, False, False];['PROPN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'SPACE', 'PUNCT'];0
ID2359;Une manière d'enseigner peu orthodoxe : Redéfinir la classe »;Une manière d'enseigner peu orthodoxe : Redéfinir la classe »;CV_79;28;11;92.49;7.51;[True, True, False, True, True, True, False, True, True, True, False];['DET', 'NOUN', 'ADP', 'VERB', 'ADV', 'ADJ', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT'];0
ID2360;, Revue pédagogique (2018) « Quand l'anglais et l'espagnol se rencontrent », Espace multiculturel (2016);, Revue pédagogique 2018 « Quand l'anglais et l'espagnol se rencontrent », Espace multiculturel 2016;CV_79;29;22;100.00;0.00;[False, True, True, False, False, True, False, True, True, False, True, True, True, False, False, True, True, False];['PUNCT', 'NOUN', 'ADJ', 'NUM', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'PUNCT', 'PROPN', 'ADJ', 'NUM'];0
ID2361;MARC BOISSEAU  Manager Social Media des ONG     EXPÉRIENCES PROFESSIONNELLES  ;MARC BOISSEAU  Manager Social Media des ONG     EXPÉRIENCES PROFESSIONNELLES  ;CV_80;0;12;10.81;89.19;[True, True, False, True, True, True, True, True, False, True, True, False];['PROPN', 'PROPN', 'SPACE', 'X', 'PROPN', 'X', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADJ', 'SPACE'];1
ID2362;Social Media Editor  ;Social Media Editor  ;CV_80;1;4;14.41;85.59;[True, True, True, False];['PROPN', 'X', 'X', 'SPACE'];0
ID2363;Agence Dagobert I 2017-aujourd'hui  ;Agence Dagobert I 2017-aujourd'hui  ;CV_80;2;6;19.82;80.18;[True, True, True, False, True, False];['NOUN', 'PROPN', 'X', 'PROPN', 'DET', 'SPACE'];0
ID2364;#NOM?;#NOM?;CV_80;3;4;23.42;76.58;[False, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN'];0
ID2365;#NOM?;#NOM?;CV_80;4;2;25.23;74.77;[False, True];['PUNCT', 'NOUN'];0
ID2366;- partenariats  Chef de projet associatif | 2015- 2016;- partenariats  Chef de projet associatif | 2015- 2016;CV_80;5;10;34.23;65.77;[False, True, False, True, True, True, True, False, False, False];['PUNCT', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NUM'];0
ID2367;INFOS  Les enfants indigos Je cherche un emploi dans  Guide de communication la communication promotion citoyenne, suivi des projets associative FORMATION CONTACT  | .;INFOS  Les enfants indigos Je cherche un emploi dans  Guide de communication la communication promotion citoyenne, suivi des projets associative FORMATION CONTACT  | .;CV_80;6;28;59.46;40.54;[True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, False, False, False];['ADV', 'SPACE', 'DET', 'NOUN', 'ADJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'SPACE', 'NOUN', 'PUNCT'];0
ID2368;32 rue du pont neuf, Lycée Pierre Lou 64000, Pau BTS gestion et comptabilité (2014);32 rue du pont neuf, Lycée Pierre Lou 64000, Pau BTS gestion et comptabilité 2014;CV_80;7;19;76.58;23.42;[False, True, True, True, True, False, True, True, True, False, False, True, True, True, True, True, False];['NUM', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'CCONJ', 'NOUN', 'NUM'];0
ID2369;Tel: +33.64.21.92.23  marcboisseau@jetbiz.com option vie associative  Lycée Roussel BAC STMG (2011)  COMPÉTENCES  ;Tel: +33.64.21.92.23  marcboisseau@jetbiz.com option vie associative  Lycée Roussel BAC STMG 2011  COMPÉTENCES  ;CV_80;8;19;93.69;6.31;[True, False, False, False, False, True, True, True, False, True, True, True, True, False, False, True, False];['ADJ', 'PUNCT', 'NOUN', 'SPACE', 'DET', 'NOUN', 'NOUN', 'ADJ', 'SPACE', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'NUM', 'SPACE', 'NOUN', 'SPACE'];0
ID2370;suivi financier gestion des projets analyses anticipatives;suivi financier gestion des projets analyses anticipatives;CV_80;9;7;100.00;0.00;[True, True, True, True, True, True, True];['VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PROPN'];0
ID2371;RITES Rodriguez  ;RITES Rodriguez  ;CV_81;0;3;2.54;97.46;[True, True, False];['PROPN', 'PROPN', 'SPACE'];1
ID2372;LES TUE AE ET TAC     EXPÉRIENCES PROFESSIONNELLES  ;LES TUE AE ET TAC     EXPÉRIENCES PROFESSIONNELLES  ;CV_81;1;9;10.17;89.83;[True, True, True, True, True, False, True, True, False];['DET', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'SPACE', 'NOUN', 'ADJ', 'SPACE'];0
ID2373;e  DIRECTRICE D'ASSOCIATION  La main verte;e  DIRECTRICE D'ASSOCIATION  La main verte;CV_81;2;9;17.80;82.20;[True, False, True, False, True, False, True, True, True];['PROPN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'DET', 'NOUN', 'ADJ'];0
ID2374;| 2018- Aujourd'hui Chef de projet  QUI SUIS-JE?  e RESPONSABLE ASSOCIATIVE;| 2018- Aujourd'hui Chef de projet  QUI SUIS-JE?  e RESPONSABLE ASSOCIATIVE;CV_81;3;15;30.51;69.49;[False, False, False, True, True, True, False, True, True, False, False, False, True, True, True];['DET', 'NOUN', 'ADV', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'PRON', 'PRON', 'NOUN', 'PUNCT', 'SPACE', 'X', 'NOUN', 'ADJ'];0
ID2375;Un geste bleu | 2016-2018;Un geste bleu | 2016-2018;CV_81;4;7;36.44;63.56;[True, True, True, False, False, False, False];['DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'NOUN'];0
ID2376;Chef de Projet Junior  Directrice Associative à la recherche d'un poste en ONG internationale  CONTACT;Chef de Projet Junior  Directrice Associative à la recherche d'un poste en ONG internationale  CONTACT;CV_81;5;18;51.69;48.31;[True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, False, True];['NOUN', 'ADP', 'NOUN', 'PROPN', 'SPACE', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE', 'NOUN'];0
ID2377;FORMATION SAVEnUERompoNn;FORMATION SAVEnUERompoNn;CV_81;6;2;53.39;46.61;[True, True];['NOUN', 'ADJ'];0
ID2378;Ère e;Ère e;CV_81;7;2;55.08;44.92;[True, True];['PROPN', 'NOUN'];0
ID2379;UNIVERSITÉ;UNIVERSITÉ;CV_81;8;1;55.93;44.07;[True];['PROPN'];0
ID2380;LA SORBONNE 75000;LA SORBONNE 75000;CV_81;9;3;58.47;41.53;[True, True, False];['DET', 'NOUN', 'NUM'];0
ID2381;, Paris  Tel : +33.66.23.10.79 Diplôme méditation culturelle  ;, Paris  Tel : +33.66.23.10.79 Diplôme méditation culturelle  ;CV_81;10;10;66.95;33.05;[False, True, False, True, False, False, True, True, True, False];['PUNCT', 'PROPN', 'SPACE', 'ADJ', 'PUNCT', 'NUM', 'NOUN', 'NOUN', 'ADJ', 'SPACE'];0
ID2382;lucie_rodriguezcemailo.com S DTOTD ECC CUS  ;lucie_rodriguezcemailo.com S DTOTD ECC CUS  ;CV_81;11;6;72.03;27.97;[False, True, True, True, True, False];['NOUN', 'NOUN', 'PROPN', 'X', 'PROPN', 'SPACE'];0
ID2383;e BAC ES (2009)  ;e BAC ES 2009  ;CV_81;12;7;77.97;22.03;[True, True, True, False, False];['NOUN', 'NOUN', 'NOUN', 'NUM', 'SPACE'];0
ID2384;COMPÉTENCES;COMPÉTENCES;CV_81;13;1;78.81;21.19;[True];['NOUN'];0
ID2385;.....e .....;.....e .....;CV_81;14;3;81.36;18.64;[False, True, False];['NOUN', 'NOUN', 'PUNCT'];0
ID2386;e Pr © outils de communication interne et externe;e Pr © outils de communication interne et externe;CV_81;15;9;88.98;11.02;[True, True, False, True, True, True, True, True, True];['X', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'PROPN'];0
ID2387;......e dé | ee...;......e dé | ee...;CV_81;16;6;94.07;5.93;[False, True, True, False, True, False];['PUNCT', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PUNCT'];0
ID2388;management d'équipe 0;management d'équipe 0;CV_81;17;4;97.46;2.54;[True, False, True, False];['NOUN', 'ADP', 'NOUN', 'NUM'];0
ID2389;... marketing associatif;... marketing associatif;CV_81;18;3;100.00;0.00;[False, True, True];['PUNCT', 'PROPN', 'ADJ'];0
ID2390;PHILIPPE MARTIN  AOL;PHILIPPE MARTIN  AOL;CV_82;0;4;1.38;98.62;[True, True, False, True];['NOUN', 'PROPN', 'SPACE', 'PROPN'];1
ID2391;LE SR PTS     ;LE SR PTS     ;CV_82;1;4;2.77;97.23;[True, True, True, False];['DET', 'NOUN', 'NOUN', 'SPACE'];0
ID2392;PROFIL PERSONNEL  ;PROFIL PERSONNEL  ;CV_82;2;3;3.81;96.19;[True, True, False];['NOUN', 'NOUN', 'SPACE'];0
