Sentences_CV_clean;True_Label;Label_Pred;Diff
Lycée Saint-Louis Bac S, option mathématiques  Sciences et technologies du management et de la gestion  COMPÉTENCES;0;0;0
@canvasupersite.fr;0;0;0
Conception graphique;0;0;0
Édition des photos éditoriales pour les clients et les magasines, ainsi que pour les publications sur les réseaux sociaux Organisation des fichiers • Conception graphique;0;0;0
- Prix de dirigeant, 15e séminaire annuel de Condorcet 2015  ;0;0;0
Lycée François Mittérand  Baccalauréat 2005, mention très bien  ;0;0;0
Mention Très bien  Expérience professionnelle  ;0;0;0
 ;0;0;0
Dramaturge Productions de théâtre Polichinelle 2010 - 2015  ;0;0;0
Un graphiste est un professionnel de ee l'industrie du 2018 graphisme et des arts graphiques qui  assemble des images,  Expérimentez  Graphiste aux Studios de conception de Condorcet  + Chargé de créer des graphiques pour les mises en page en ligne et hors ligne.;0;0;0
-;0;0;0
Université Blaise Pascal  2023-2024;0;0;0
Qualifiée en élaboration de plans d'action gestion de projets et guide d'utilisation.;0;0;0
- Membre, troupe de danse et de théâtre  ;0;0;0
- décembre 2019  - Création de services back-end qui analysent les données pour fournir des informations commerciales  ;0;0;0
L;0;0;0
- mars 2021  ;0;0;0
- Calculer les rapports et les a comparés avec les normes du secteur  ;0;0;0
Designer graphique expérimentée  Croquis en Folie | Juillet 2019;0;0;0
Téléphone : O1 23 45 67 89 E-  mail :bonjour@sitevraimentsuper.fr;0;0;0
- J'ai co-écrit et dirigée 15 longues pièces sous la direction d'un des plus grands dramaturges de la région;0;0;0
COMPÉTENCES ET EXPERTISE  ;0;0;0
Diplômé en mai 2016  ;0;0;0
2019;0;0;0
-;0;0;0
Certificat de formation de graphisme et illustration  EXPÉRIENCE  + 2023 STUDIO D'IMPRESSION;0;0;0
1.Licence de littérature anglaise, mineure en communication;0;0;0
EXPERTE EN RÉSEAUX;0;0;0
Graphiste Publicité;0;0;0
01 23 45 67 89  Mobile :;0;0;0
Logiciel testé et affiné avant le déploiement  *_ Mise à disposition de correctifs de produit ad hoc  Compétences Professionnelles  ;0;0;0
AVID;0;0;0
- Août 2018  ;0;0;0
+ Connaissances en hydraulique et dans les processus d'épuration des eaux;0;0;0
Notation, rapports et évaluation  ;0;0;0
-;0;0;0
Directeur des ventes;0;0;0
Je suis une rédactrice expérimentée qui se spécialise dans la publication périodique.;0;0;0
TOUR CCC principalement sur les grands espaces.;0;0;0
Université de Condorcet Professeure de lycée MASTER EN ÉDUCATION, 2014;0;0;0
Compétences en communication interpersonnelle;0;0;0
option Biologie  ;0;0;0
01 22 54 76 88 bonjour@sitevraimentsuper.fr www.sitevraimentsuper.fr  ;0;0;0
décoratrice Clairance mobiliers Habillage et finitions de mobiliers d'époque  Tapissière;0;0;0
lucie_rodriguezcemailo.com S DTOTD ECC CUS  ;0;0;0
- Plaidoyer artistique de l'année 2017  ;0;0;0
 ;0;0;0
J'ai également géré la logistique et le design de la scène.;0;0;0
.  COORDONNEES :  Téléphone : 01 23 45 67 89 E-mail : bonjour@sitevraimentsuper.fr;0;0;0
en 2012;0;0;0
Agence de développement de logiciels Numérix;0;0;0
Webdesigner junior;0;0;0
| À créé d'un environnement de classe favorable, stimulant  et encourageant pour tous les élèves  ÉDUCATION  UNIVERSITÉ DE CONDORCET  ;0;0;0
Langages de codage :  C#, ASP.NET JavaScript, HTML/CSS, Python  Cadres / Systèmes :  MVC, AngularJS, bootstrap, Visual Studio, Team Foundation Server     Julie Marnier Développeuse de logiciel Domarin :;0;0;0
Maîtrise de gestion;0;0;0
Dauphine;0;0;0
Promo 2020;0;0;0
bonjour@sitevraimentsuper.fr  Site internet : www.sitevraimentsuper.fr     ;0;0;0
TT;0;0;0
 ;0;0;0
A “;0;0;0
T vague mai 2014  SECONDE PLACE DU DESIGN 2016;0;0;0
Étudiante Bénévole  Hôtel du Nord.;0;0;0
CET A CCE OUT;0;0;0
|;0;0;0
 ;0;0;0
• Travail d'équipe, polyvalence et attention particulière aux détails • Développement de logiciels et de sites Stage en génie logiciel chez Solutions Bertrand de septembre 2010 à mars 2011 Achèvement d'un stage de six mois pour l'obtention du Master.;0;0;0
- de 2016 à 2020  ;0;0;0
Centre scolaire de Condorcet Jan 2019;0;0;0
Avocate en droit de l'environnement  Dave & co  Avocate spécialisée en droit de l'éhique environnementale  ;0;0;0
La main verte;0;0;0
Contribution aux publications officielles de l'Académie de Condorcet    ;0;0;0
ul bonjour@sitevraimentsuper.fr SITE www.sitevraimentsuper.fr;0;0;0
Expert en Logistique  février 2019 à aujourd'hui  Responsable de toutes les activités de vente dans la zone, allant de la prospection des clients à la signature du contrat.;0;0;0
COMPÉTENCES Stagiaire en graphisme –;0;0;0
Gestion des flux de travail pour la rédaction d'articles  ;0;0;0
Institut;0;0;0
- Membre de l'équipe de natation  ;0;0;0
Assistant juridique SERVICE D'ASSISTANCES AUX POPULATIONS DÉMUNIES, 2017-PRÉSENT;0;0;0
- Je parle couramment en trois langues français, chinois et anglais  ;0;0;0
| MARS 2018 À PRÉSENT  + S'assure un excellent niveau de participation du personnel +_ Offre un accompagnement du personnel  + _ Supervise le système d'information des RH  + Contribue à la planification organisationnelle  Généraliste en ressources humaines LOGICIELS;0;0;0
- juin 2012  Licence en informatique avec option Littérature;0;0;0
- Marketing sur les réseaux sociaux  ;0;0;0
| MAI 2020;0;0;0
- déc 2016 DU Cyber-sécurité;0;0;0
 ;0;0;0
16/20  + Rédaction  TRE TA TENTE TT;0;0;0
Adobe;0;0;0
@canvasupersite.fr;0;0;0
Commercial Vendeur matériaux agricoles Startup d'outils de facilitation de production agricole  FORMATION  Ecole d'Ingénieur Diplôme d'ingénierie agronome Spécialité développement durable  Lycée Vauban Bac ES, option économie  COMPÉTENCES  + connaissances dans l'agroalimentaire, viticulture, agroenvironnement, biologie animale et végétale.;0;0;0
°;0;0;0
- Etudiante de septembre 2009 à juin 2013;0;0;0
BTS de contenu et de marketing par e-mail  École de marketing de Condorcet mars 2015  Programme en ligne pour renforcer mes compétences en création de contenu et marketing.;0;0;0
- Hacker éthique;0;0;0
Contribué à améliorer les processus d'embauche, d'intégration et de renvoi ou de licenciement.;0;0;0
Caviste;0;0;0
1ère place, Brest     LANGUES  Anglais  ° Mandarin;0;0;0
01 23 45 67 89 Vichy, @canvasupersite.fr  Allier bonjour@canvasupersite.fr www.canvasupersite.fr;0;0;0
Lycée Condorcet;0;0;0
- juin 2017  ;0;0;0
Ingénieur;0;0;0
E-mail :;0;0;0
suivi financier gestion des projets analyses anticipatives    ;0;0;0
AMÉLIE BAROUX;0;0;0
ol;0;0;0
• Sensibilité au branding de la marque Maîtrise de nombreux outils de marketing en ligne Gestion de l'interface du processus de SEO parcours scolaire références;0;0;0
-;0;0;0
    RÉCOMPENSE  ;0;0;0
SOCIAUX;0;0;0
- à aujourd'hui  1.Gestion du positionnement du coffrage en bois, dépouillement, structure, et coulée en béton  #;0;0;0
MASTER EN INGÉNIERIE LOGICIELLE, CLASSE DE 2008  + Diplômée avec les honneurs  + Maîtrise en programmation;0;0;0
Linkedin:;0;0;0
Meilleure ouvrière de France 2013  INFOS  98, rue Louis Pasteur 33000, Bordeaux  Tel : +33.67.19.46.52 j-amandier@maily.com     EXPÉRIENCES PROFESSIONNELLES  ;0;0;0
- À présenté un argument de vente qui a sécurisé un compte d'un  million d'euros  PARCOURS;0;0;0
